"NAME","EYE","ALIVE","APPEARANCES","FIRST APPEARANCE","HAIR","SEX","ALIGN","ID","SECRET"
"Walter Bolt","","Deceased Characters","12","Oct-11","","Male Characters","Good Characters","Public Identity","4e918e7c-bd56-4aa1-a22d-094d4ba4773d"
"Andrew Maguire","Blue Eyes","Living Characters","12","Oct-12","Blond Hair","Male Characters","Good Characters","Public Identity","4d0d8559-6320-4267-92cc-3fa069b9ebd8"
"Fence","","Living Characters","12","Oct-12","Black Hair","Male Characters","Good Characters","","bd310160-7558-4d59-8334-decc37b61a7f"
"Hector Baez","Brown Eyes","Living Characters","12","Mar-12","Brown Hair","Male Characters","Good Characters","No Dual Identity","2b647f37-94ee-499b-bf9e-5b134aac94f5"
"Parvez","Brown Eyes","Living Characters","12","Apr-12","Black Hair","Male Characters","Neutral Characters","No Dual Identity","0f071811-db65-4860-964f-a51004c0fa5f"
"Annabelle Riggs","Blue Eyes","Living Characters","12","Apr-13","Brown Hair","Female Characters","Good Characters","Public Identity","d07f4657-8665-4873-8e93-c86529115c73"
"Luca Aldine","Blue Eyes","Deceased Characters","12","Jan-13","","Male Characters","Bad Characters","Public Identity","79affd83-c5c4-4004-afcc-3ec8acdadada"
"Melinda Leucenstern","Brown Eyes","Living Characters","12","Mar-13","Black Hair","Female Characters","Neutral Characters","Public Identity","146ad6e0-79fe-40f2-b095-43a647236363"
"Mudbug","Black Eyes","Living Characters","12","Jan-13","No Hair","Male Characters","Bad Characters","Secret Identity","d8f78b95-2917-4bcb-84b0-14b86ca4e646"
"Teresa Martin","Brown Eyes","Living Characters","12","","Brown Hair","Female Characters","Good Characters","Public Identity","4d0df22d-bbfa-48f4-97fc-15eb9169bd50"
"Alexis","Purple Eyes","Living Characters","12","","Blond Hair","Female Characters","Good Characters","Public Identity","55dfd0a3-bf20-497f-b643-d019567448d2"
"Kamala Khan","Brown Eyes","Living Characters","12","","Brown Hair","Female Characters","Good Characters","Secret Identity","dbaf3388-ac18-47e7-a693-3277a90bd093"
"Lost Boy","Blue Eyes","Living Characters","12","","Black Hair","Male Characters","Neutral Characters","Secret Identity","2ab3321b-9890-426f-851d-dae204e484e7"
"Pinch","Brown Eyes","Living Characters","12","","Black Hair","Female Characters","Neutral Characters","Secret Identity","52eb89d7-5b90-4aab-92bd-420c8d5a0fe6"
"Supergiant","Yellow Eyes","Deceased Characters","12","","No Hair","Female Characters","Bad Characters","No Dual Identity","af2fb6f7-1c06-47af-9e23-33f543df4ca6"
"Leslie Lenrow","Blue Eyes","Deceased Characters","11","Feb-40","Black Hair","Male Characters","Good Characters","Secret Identity","26ac39e8-e782-4e62-bcbb-0b73880a46b6"
"Luther Robinson","Brown Eyes","Living Characters","11","Aug-40","Brown Hair","Male Characters","Good Characters","Public Identity","dd9bf317-6e31-4b93-94a1-ab6479f220b4"
"Lynne Harris","Blue Eyes","Living Characters","11","Aug-40","Blond Hair","Female Characters","Good Characters","Public Identity","23bcc02d-593e-43ce-ad24-3a0ed7022b29"
"Simon Meke","Blue Eyes","Living Characters","11","Sep-46","Black Hair","Male Characters","Bad Characters","Public Identity","cc9007ed-ab32-488d-a1bb-6ef0260d2fd8"
"Nimo","Green Eyes","Living Characters","11","Nov-49","Brown Hair","Male Characters","","Public Identity","14333108-a37e-43cd-9571-6f3a8cbfee7c"
"Captain Rocke","","Living Characters","11","Apr-53","","Male Characters","Good Characters","Public Identity","8f465a30-56f6-416d-9558-0aef9fd18af9"
"Billy Buckskin","Blue Eyes","Living Characters","11","Nov-55","Black Hair","Male Characters","Good Characters","Public Identity","f2c4975c-5797-4955-98fb-91cec0ebb1b7"
"Spragg","","Living Characters","11","May-61","No Hair","Male Characters","Bad Characters","","edde9577-0e9f-4ea0-984a-2a58e64eb04e"
"H. Warren Craddock","Green Eyes","Deceased Characters","11","Jan-62","No Hair","Male Characters","Bad Characters","","975b50a0-3556-490e-8416-5e6da5803659"
"Lieutenant General Fredricks","","Living Characters","11","Mar-62","White Hair","Male Characters","Good Characters","Public Identity","da170283-29a3-4805-b3d5-2ce6489d38f1"
"Zemu","Black Eyes","Living Characters","11","Dec-62","No Hair","Male Characters","Bad Characters","","f0eaa436-92ba-4e61-a077-6d6478dd5be3"
"Charlie","","Living Characters","11","Jul-63","","Male Characters","Bad Characters","","c20c1a55-a0f2-4cb8-a4a0-b8dc075f8182"
"Bernard the Poet","","Living Characters","11","Sep-64","Black Hair","Male Characters","Neutral Characters","No Dual Identity","9dc45ea5-f799-4918-8df8-08739ca7e0a3"
"Arnold Brown","Brown Eyes","Deceased Characters","11","Aug-65","Brown Hair","Male Characters","Bad Characters","Secret Identity","af59439e-cd2d-4ad2-bfca-25c084c26b80"
"Jill Jerold","Black Eyes","Living Characters","11","Nov-66","Black Hair","Female Characters","","Public Identity","03fb25c7-770e-471b-8296-edb909cf106b"
"Mutant Master","","Living Characters","11","Nov-66","","Male Characters","Bad Characters","","799b87a9-e727-4624-9021-7f65a8a9b46c"
"Colonel Klaue","","Living Characters","11","Feb-67","","","","","7abea0f1-5056-4201-bcb5-7be7f8b552c4"
"Mogul of the Mystic Mountain","Hazel Eyes","Living Characters","11","Feb-67","Black Hair","Male Characters","Bad Characters","","b41c77b2-cbd4-4edd-a15d-c8a9c4c4c70d"
"Missing Link","Yellow Eyes","Living Characters","11","Jul-68","No Hair","Male Characters","Bad Characters","Secret Identity","39e66e3e-3a1b-44d5-ace3-51061afe73f1"
"Headstone P. Gravely","","Living Characters","11","Oct-69","","Male Characters","Neutral Characters","","56da938e-3f39-4579-b8ae-f0ebe2fe49c1"
"Myron MacLain","Blue Eyes","Living Characters","11","Jul-69","Grey Hair","Male Characters","Neutral Characters","Public Identity","c1054efd-9650-4c0f-9fd0-9d0430aeb378"
"Burtram Worthington","Blue Eyes","Deceased Characters","11","Dec-70","Black Hair","Male Characters","Bad Characters","Secret Identity","315dce05-32e0-4d63-878d-2d688fe528df"
"Elaine McLaughlin","Green Eyes","Deceased Characters","11","Jan-70","Red Hair","Female Characters","Bad Characters","Secret Identity","b147c5e2-b3a8-4d92-99a0-e3078c13622c"
"Gunhawk","","Deceased Characters","11","Aug-70","Brown Hair","Male Characters","Neutral Characters","Secret Identity","86e88fe2-1d74-49a1-8d3e-cab94f3f4680"
"Walter Collins","","Living Characters","11","Jun-71","Grey Hair","Male Characters","Neutral Characters","","5fd45930-957f-4649-9829-1f2a81568a51"
"Comanche","","Living Characters","11","Jun-72","Black Hair","Male Characters","Bad Characters","Secret Identity","5719262f-8e86-4646-b629-e554924a41fa"
"George Chelm","","Living Characters","11","Jul-72","","Male Characters","Good Characters","Public Identity","0f8ae4f2-a7bb-420f-b8c6-1982b8425709"
"Mona Simpson","","Deceased Characters","11","Aug-72","Brown Hair","Female Characters","","","762d19d7-f3c0-4370-b699-1783d50749e5"
"Phil Fox","","Living Characters","11","Dec-72","","Male Characters","Good Characters","","33906268-56dd-454a-a619-0a5de0cfe687"
"Reno Jones","Brown Eyes","Living Characters","11","Oct-72","Black Hair","Male Characters","Good Characters","Public Identity","0a45abde-a1dd-44db-a779-b9dda7a65825"
"Triax","","Living Characters","11","Dec-72","","Male Characters","Bad Characters","No Dual Identity","516d6246-e126-4831-b913-6c9cbd6a648e"
"Edith Harker","Brown Eyes","Living Characters","11","Mar-73","Brown Hair","Female Characters","Bad Characters","No Dual Identity","efc53dd2-9f9e-4da5-890b-176d560a6e17"
"Jordan Dixon","","Deceased Characters","11","Jan-73","","Male Characters","Bad Characters","Public Identity","9e88c966-9de6-4825-ba3e-60601454ac98"
"Korrek","White Eyes","Living Characters","11","Dec-73","Blond Hair","Male Characters","","Secret Identity","240d742f-526d-4170-813c-2a898c2b4328"
"Safron Caulder","","Living Characters","11","Sep-73","","Female Characters","Good Characters","Public Identity","a6045555-1969-4877-bb18-f7f686a21b64"
"A Friend","","Living Characters","11","Dec-74","","Male Characters","","","627fd0a9-cbac-43c6-8d6c-83d9be2d5c5b"
"Alpha","Yellow Eyes","Living Characters","11","Sep-74","Bald","Male Characters","Neutral Characters","Secret Identity","4664913d-0a58-4cad-98d2-2f57f7711df7"
"Cagliostro","Brown Eyes","Living Characters","11","Mar-74","Black Hair","Male Characters","Bad Characters","Secret Identity","2f3d8353-f8a9-4cdb-970d-a94b7e48e832"
"Desmond Drew","Brown Eyes","Living Characters","11","Apr-74","Black Hair","Male Characters","Bad Characters","Secret Identity","e8664f83-0f76-4428-8a67-56e4790f5e17"
"Martin Gold","","Living Characters","11","Aug-74","","Male Characters","Good Characters","No Dual Identity","e35a41c1-9d55-4aed-8d46-92b22cdd252b"
"Taboo","Brown Eyes","Living Characters","11","Jan-74","White Hair","Male Characters","Bad Characters","Secret Identity","12552a66-66ba-4d10-ade9-0552e798f115"
"Arisen Tyrk","White Eyes","Living Characters","11","Jan-75","Black Hair","Male Characters","Bad Characters","Secret Identity","39d63f46-960a-4b8d-bfdb-7e4b233714fd"
"Henri Sorel","Red Eyes","Living Characters","11","May-75","No Hair","Male Characters","","Secret Identity","9f4e934c-9493-4b93-af24-ce5aed487a89"
"Jebediah Fate","Variable Eyes","Living Characters","11","Jan-75","Variable Hair","Male Characters","","Secret Identity","7a3f0455-9f8e-4f4b-a0b9-557a9a732525"
"Donna-Lee Dover","","Living Characters","11","Sep-76","Blond Hair","Female Characters","Neutral Characters","","2265fe87-9e11-40d4-bc65-b3ae6e06d517"
"Selma Blotte","Blue Eyes","Living Characters","11","Mar-76","Grey Hair","Female Characters","Bad Characters","Secret Identity","85df14ed-41f8-4568-9ca1-90eeeeb5777e"
"Adam II","Blue Eyes","Living Characters","11","Aug-77","No Hair","Male Characters","Bad Characters","Secret Identity","5777407c-2fc9-452f-a615-c5118565493c"
"Donna Maria Puentes","","Living Characters","11","Feb-77","Black Hair","Female Characters","Good Characters","Public Identity","16012d6a-d564-49fc-9d4c-f207128cfd2e"
"Doughboy","","Living Characters","11","May-77","","Agender Characters","","","5f5e5f4e-83f3-4dc1-9169-861e044fdc4d"
"Lurker from Loch Ness","","Deceased Characters","11","Jul-77","","","Bad Characters","","e0058f34-537c-4439-806c-4403a2d1b619"
"Reptilla","","Living Characters","11","Sep-77","Blond Hair","Female Characters","Good Characters","Secret Identity","c23d1062-87b8-4ad9-b859-c95f858b43c7"
"Lyle Dekker","Blue Eyes","Deceased Characters","11","Feb-78","Blond Hair","Male Characters","Bad Characters","Public Identity","ca0a96df-b722-4368-8384-951e45b849c2"
"Marya Maximoff","Brown Eyes","Living Characters","11","Apr-79","Black Hair","Female Characters","Good Characters","Public Identity","860b14e5-9d14-4a10-a907-ef2059f7f925"
"Bradley Kroon","White Eyes","Living Characters","11","Jan-80","No Hair","Male Characters","Bad Characters","Secret Identity","a6209f75-9c9b-4653-857d-f9361db58090"
"Chandra Ku","Black Eyes","Living Characters","11","Oct-80","Black Hair","Female Characters","Good Characters","Secret Identity","61110150-3182-4e38-b3de-5a3ed0f63dbb"
"Conn","","Living Characters","11","Sep-80","Black Hair","Male Characters","Neutral Characters","Public Identity","d25816f4-f489-4782-9822-504f5ace9820"
"Dolly Donohue","Blue Eyes","Living Characters","11","Nov-80","Grey Hair","Female Characters","Good Characters","Public Identity","66b20720-012d-4f2e-87a1-77bd84d21a70"
"Jasmine","Yellow Eyes","Deceased Characters","11","Jan-80","Green Hair","Female Characters","Good Characters","Public Identity","23c8e37a-6304-42cb-b7ec-84f9676dc93f"
"Katherine Blaire","Blue Eyes","Living Characters","11","Mar-81","Blond Hair","Female Characters","Neutral Characters","No Dual Identity","99356959-30e5-458b-bee0-c2603ff33584"
"Robert Markham","Brown Eyes","Living Characters","11","Oct-81","Brown Hair","Male Characters","Bad Characters","Secret Identity","0ad1fb20-03fc-4d23-841a-b5a440002625"
"Shawna Lynde","","Living Characters","11","Dec-81","Brown Hair","Female Characters","Good Characters","No Dual Identity","03b21215-9f20-4215-9db7-24abf3b23c49"
"Larry Ekler","Brown Eyes","Living Characters","11","Mar-82","Strawberry Blond Hair","Male Characters","Bad Characters","Secret Identity","bc263c58-6f4b-48f4-9f2c-5b122cf508e2"
"Molly Fitzgerald","Green Eyes","Living Characters","11","Jun-82","Red Hair","Female Characters","Good Characters","Secret Identity","89a01aa6-5d92-45d3-bb59-2aa7bcabd834"
"Jefferson Archer","Red Eyes","Living Characters","11","May-83","Black Hair","Male Characters","Bad Characters","Secret Identity","0640d00e-bda6-4b23-a058-228dbb183d3b"
"Jerome Jaxon","Blue Eyes","Deceased Characters","11","Sep-83","Grey Hair","Male Characters","Bad Characters","Secret Identity","44d28182-0f4d-4716-ada8-a6a0641251f7"
"Koth","","Living Characters","11","May-83","","Male Characters","Good Characters","","af273b15-d084-4f05-983d-60e7c143c118"
"Sidney Crumb","","Living Characters","11","Apr-83","Brown Hair","Male Characters","Neutral Characters","Secret Identity","0dcc96b4-01fa-4a3d-ae23-2b23451103ce"
"Skera","","Deceased Characters","11","Oct-83","","Female Characters","Good Characters","Public Identity","6f58ac38-3425-4677-ba73-8e2fc88474b0"
"Sonya Tolsky","Brown Eyes","Living Characters","11","Sep-83","White Hair","Female Characters","Good Characters","Secret Identity","fb7ba92d-e748-4a95-a480-33267361254b"
"Stalax","","Living Characters","11","May-83","","Male Characters","Good Characters","","a84b7f30-ff92-414c-a53a-51844f7d086a"
"Tarm","","Deceased Characters","11","Oct-83","","Male Characters","Good Characters","Public Identity","ded99e4d-8771-4bfc-8cdc-c228555b6fc4"
"Zardeth","Yellow Eyes","Deceased Characters","11","May-83","Black Hair","Male Characters","Bad Characters","","e30d7517-a54c-4cae-ae21-faacace5e099"
"Cindy Adams","Blue Eyes","Living Characters","11","Nov-84","Black Hair","Female Characters","Good Characters","Public Identity","9028e9fa-3ccf-46f6-8088-f41b26655f11"
"Dara","Blue Eyes","Living Characters","11","Sep-84","Black Hair","Male Characters","Good Characters","Public Identity","2aa83551-a6a2-47a5-ab37-8ae3a4f95f09"
"Douglas Carmody","Brown Eyes","Living Characters","11","Sep-84","Grey Hair","Male Characters","Bad Characters","Public Identity","8310e7d2-f735-4b02-85aa-12788df0160c"
"Micah Synn","Blue Eyes","Living Characters","11","Jan-84","Black Hair","Male Characters","Bad Characters","Public Identity","e7c7fea9-099e-4063-8acd-013a5c174c14"
"Nelvanna","Blue Eyes","Deceased Characters","11","Feb-84","Blond Hair","Female Characters","Good Characters","Secret Identity","65d526d5-e8dd-4659-ba3b-22ccd07a8f7c"
"Alaric","","Living Characters","11","Nov-85","Blond Hair","Male Characters","Good Characters","No Dual Identity","4e5c6ce4-ed6c-4103-a328-05e6c0d2d20e"
"Neal Conan","Blue Eyes","Living Characters","11","Dec-85","Blond Hair","Male Characters","Good Characters","Public Identity","adefb10d-37f3-49e7-9551-7a318485ab08"
"Alexander Woolcot","Blue Eyes","Living Characters","11","Mar-86","Strawberry Blond Hair","Male Characters","","Secret Identity","7804fbae-0182-4c25-88a0-d5fad69229a8"
"F.R. Crozier","Blue Eyes","Living Characters","11","Jul-86","White Hair","Male Characters","Bad Characters","Public Identity","203a4ec6-8a30-4500-a1e2-f2f6b7c6c892"
"Hideko Takata","","Living Characters","11","Mar-86","Black Hair","Female Characters","","Public Identity","63a55feb-ed15-401c-8399-ce5c07c59c98"
"Alphonsus Lefszycic","","Living Characters","11","May-87","Blond Hair","Male Characters","Good Characters","Secret Identity","9ed39e5b-6e42-4052-8a22-7aa2269b9809"
"Seginn Gallio","White Eyes","Deceased Characters","11","Oct-87","White Hair","Male Characters","Neutral Characters","Secret Identity","3aa60769-4075-427c-a57a-d2ff5cfa6ecb"
"Sol Brodstroke","","Living Characters","11","Feb-87","","Male Characters","Bad Characters","Secret Identity","01d0e0ce-1601-427d-8eca-240ac406875e"
"Diane Davids","","Living Characters","11","Jul-88","Green Hair","Female Characters","Bad Characters","Secret Identity","51e01c1a-162f-4e4a-88d2-1ddd0e938b1d"
"Hawkshaw","","Living Characters","11","Oct-88","Brown Hair","Male Characters","Bad Characters","Secret Identity","822968f6-2435-4341-ad42-d5e78d33b31d"
"Jess Harrison","","Living Characters","11","Jul-88","Green Hair","Female Characters","Neutral Characters","Secret Identity","59745eae-206e-4640-b156-0195bf4c1375"
"Kubik","","Living Characters","11","Mar-88","","","Neutral Characters","Secret Identity","aeb4ba10-c0bb-4528-be09-f6eedef63726"
"Roland Treece","","Living Characters","11","Mar-88","","Male Characters","","","d656fb4a-ee7f-4348-a436-05efc06f21fb"
"Russell","Brown Eyes","Deceased Characters","11","Nov-88","Bald","Male Characters","Bad Characters","Secret Identity","467d7694-31c6-4fd7-b9f1-2ae43c4ea1b2"
"Brandy Ash","","Living Characters","11","Oct-89","Red Hair","Female Characters","Good Characters","Public Identity","f85a31ae-1dc7-410e-9646-ffe65010e298"
"Frank Skorina","Brown Eyes","Living Characters","11","Nov-89","Red Hair","Male Characters","Bad Characters","Secret Identity","f2108bd2-c045-4d7d-a3f5-d710f2037a99"
"Thomas Jones","Brown Eyes","Living Characters","11","Jun-89","Brown Hair","Male Characters","Good Characters","Secret Identity","66e0766e-4d40-4d72-8694-5c07135686e9"
"Cylla Markham","","Deceased Characters","11","Apr-90","Blond Hair","Female Characters","Bad Characters","","9a9a2386-f5eb-4939-8c31-a7616b421d7e"
"Headhunter","Red Eyes","Living Characters","11","May-90","Red Hair","Female Characters","Bad Characters","Secret Identity","7279b889-7101-4b15-99ea-3033725703bb"
"Hunter in Darkness","Red Eyes","Living Characters","11","Dec-90","White Hair","","Neutral Characters","Public Identity","726ce496-90d6-47de-941d-9d62ab1deb27"
"Valentin Shatalov","Brown Eyes","Living Characters","11","Apr-90","Blue Hair","Male Characters","Neutral Characters","Secret Identity","3944d4d2-b9fb-4cce-9019-e8e4d5ac24d9"
"Dania","Blue Eyes","Deceased Characters","11","Dec-91","Blond Hair","Female Characters","Good Characters","Secret Identity","dc996be1-0097-42e4-b1d5-4e23c76f2ea3"
"Foxbat","Red Eyes","Deceased Characters","11","Apr-91","Brown Hair","Male Characters","","Secret Identity","217032f1-2248-4132-bd46-5c853f73487e"
"Russ Broxtel","Brown Eyes","Deceased Characters","11","Jun-91","Brown Hair","Male Characters","Bad Characters","Secret Identity","9e37312b-e1b8-4f8e-80ea-64500e1649d7"
"Snowblind","","Living Characters","11","May-91","White Hair","Male Characters","Bad Characters","","af60f922-96fd-42eb-b789-023f3a11b22e"
"Terraformer","","Deceased Characters","11","Jan-91","","Male Characters","","Secret Identity","401a6770-d548-418d-91b2-2d236e16da8a"
"Analisa Medina","Brown Eyes","Living Characters","11","Apr-92","Black Hair","Female Characters","Good Characters","No Dual Identity","920985e6-dd2e-41c1-bd7a-a98e3c7da47e"
"Eric Conroy","Brown Eyes","Living Characters","11","Mar-92","Black Hair","Male Characters","Bad Characters","Secret Identity","e2d33af9-24f3-4dd6-a3e7-ffb9d83700dc"
"Ivan Trevkov","","Deceased Characters","11","Jun-92","Bald","Male Characters","Bad Characters","Public Identity","d4afe96f-56d3-4519-a022-77ec5d5d4e1d"
"Jonathan Bryant","Blue Eyes","Living Characters","11","Dec-92","No Hair","Male Characters","Good Characters","Secret Identity","2c80ded0-7478-426f-9c83-26ce51e82744"
"Roco-Bai","","Living Characters","11","Mar-92","","Male Characters","Neutral Characters","Secret Identity","921edf42-7b1e-4299-9a17-538790c39f36"
"Rupert Helona","","Living Characters","11","Dec-92","","Male Characters","Bad Characters","Secret Identity","716938cf-0cd5-4b3b-a96a-bf9b99d674e6"
"Thanos","","Living Characters","11","Jun-92","","Male Characters","Bad Characters","","870ef2db-db2b-4867-95a4-02623251c807"
"Clifton Joseph","Brown Eyes","Living Characters","11","Jan-93","Black Hair","Male Characters","Good Characters","Secret Identity","70a2d4d9-2438-491f-85f3-2744b93d13e0"
"Renee Majcomb","","Living Characters","11","Nov-93","","Female Characters","Good Characters","Public Identity","25c42593-1636-45b5-8fe0-854e20bf1ee4"
"Seamus Mellencamp","","Deceased Characters","11","May-93","No Hair","Male Characters","Bad Characters","Secret Identity","5e276edf-1452-45af-bf7b-0adfd9466817"
"Simon Hall","Green Eyes","Living Characters","11","May-93","Strawberry Blond Hair","Male Characters","Neutral Characters","Secret Identity","baa05016-63eb-4501-8e78-ce63337ba311"
"Tim Holloway","Blue Eyes","Living Characters","11","Jan-93","No Hair","Male Characters","Good Characters","Secret Identity","92d24a91-7728-4fb2-b09c-7711c24b2233"
"Anton Hellgate","Green Eyes","Deceased Characters","11","Apr-94","Red Hair","Male Characters","Bad Characters","Secret Identity","b116f260-f127-4ca2-bc8a-7097d9b5d58e"
"Julia Caputo","Blue Eyes","Living Characters","11","Aug-94","Red Hair","Female Characters","Good Characters","Public Identity","4c51e1f9-2832-4efe-b1e4-051dd06e8e74"
"Lifeforce","","Deceased Characters","11","Nov-94","Blond Hair","Female Characters","Bad Characters","Secret Identity","31fc705a-3911-499c-9732-09b1db2f53c9"
"Luminor","","Living Characters","11","Mar-94","White Hair","Male Characters","Bad Characters","Secret Identity","02d1c17d-8a7d-490a-b638-97de3aa8968b"
"Rebecca Bergier","","Living Characters","11","Nov-94","Blond Hair","Female Characters","","","aae66671-5f51-4c71-a428-dcf750d3b9a2"
"Riger","","Living Characters","11","Jun-94","Blond Hair","Male Characters","Good Characters","Secret Identity","9ed19a51-12d0-4f61-a9f8-ddd0dafce181"
"Ronald Hilliard","","Living Characters","11","Jan-96","Blond Hair","Male Characters","Bad Characters","Known to Authorities Identity","c26e0f38-007f-446e-bf96-e7b52e422c26"
"Swordsman","","Deceased Characters","11","Nov-96","","Male Characters","Bad Characters","Secret Identity","8861fbd4-dcfb-49dd-bb11-25b39e9951a4"
"Gerry Lequarre","","Living Characters","11","Jan-97","","Male Characters","","","76c65c13-42de-4dea-b105-73bc5783bcd3"
"Jesse Thompson","Green Eyes","Living Characters","11","Oct-97","Brown Hair","Female Characters","Neutral Characters","No Dual Identity","b5a9f790-8dc3-4a90-a2a5-a4b77eec836e"
"Todd Fields","Blue Eyes","Living Characters","11","Jan-97","Brown Hair","Male Characters","Bad Characters","Secret Identity","45308135-5282-4b85-aa2a-54d1e7f46367"
"Verminus Rex","Red Eyes","Living Characters","11","Oct-97","Brown Hair","Male Characters","Bad Characters","","1112cf22-e282-493a-8104-d1e49690849f"
"Carthus","","Living Characters","11","Dec-98","No Hair","Male Characters","Neutral Characters","Public Identity","961db45d-5e9c-4164-90bc-c61cb7950aae"
"Jomo Kimanye","Brown Eyes","Living Characters","11","May-99","Black Hair","Male Characters","Good Characters","Secret Identity","7845ede8-d966-4386-8807-d5dab718f949"
"Terry Kwan","Brown Eyes","Living Characters","11","Jan-99","Black Hair","Female Characters","Neutral Characters","Public Identity","72f304ac-fed3-4485-9012-cfd56c14beac"
"Cosmic Man","Blue Eyes","Living Characters","11","Aug-00","No Hair","Male Characters","Bad Characters","Secret Identity","a8ab53da-cfe2-4b2a-a7f9-d4211228136c"
"Darren Mitchell","","Living Characters","11","Apr-00","","Male Characters","Good Characters","Secret Identity","db851eb7-8532-4d6b-a48a-d003f547bd53"
"Valerie Barnhardt","Brown Eyes","Deceased Characters","11","Mar-01","Black Hair","Female Characters","Neutral Characters","Secret Identity","5b8627a4-96bc-42fd-a5ba-20e05027ce45"
"Sara Robbins","Black Eyes","Living Characters","11","Jul-02","Black Hair","Female Characters","Neutral Characters","Public Identity","cc7790ae-1c7c-4560-81ee-244aa32cb2e5"
"Axel Bohusk","","Living Characters","11","Jul-03","","Male Characters","Good Characters","","8a9e9fec-aadc-4d39-91c0-ec5b46b1d770"
"Beemer","","Living Characters","11","Jun-03","Bald","Male Characters","Bad Characters","","cb5dbb0b-c7b3-4abf-9636-93cfe7ef73aa"
"Elias Bogan","","Living Characters","11","Apr-03","","Male Characters","Bad Characters","Secret Identity","c3d7c0a1-f551-481d-adf3-3eb66a041ac2"
"Hazel Frost","Blue Eyes","Living Characters","11","Jun-03","Blond Hair","Female Characters","Neutral Characters","Public Identity","97997e9b-898c-40e0-ac72-9680fa541641"
"Kara Bohusk","","Living Characters","11","Jul-03","","Female Characters","Good Characters","","3142b8a3-c20b-48c5-a814-9604d3a41d6a"
"Korra","","Deceased Characters","11","Jun-03","Black Hair","Female Characters","Good Characters","Public Identity","d5db097d-b9e1-4785-aec2-413bb8fbfc35"
"Sandra Pierce","Blue Eyes","Living Characters","11","Jun-03","Blond Hair","Female Characters","Good Characters","","97ae03a9-d40c-42d5-b5a0-f0b483dac50b"
"Stewart Acheron","Blue Eyes","Living Characters","11","Dec-03","Blond Hair","Male Characters","Neutral Characters","Public Identity","2a7bd60a-9dc8-467c-b68a-c55cf4ea6630"
"Tito Bohusk","","Living Characters","11","Jul-03","Black Hair","Male Characters","","Public Identity","1e91b3df-efa4-446a-b185-d84b049fe1d0"
"Armena Ortega","Brown Eyes","Living Characters","11","Aug-04","Brown Hair","Female Characters","Good Characters","No Dual Identity","0863402f-0288-4997-840f-7b64831404f1"
"Esteban Ortega","","Living Characters","11","Aug-04","","Male Characters","Good Characters","Public Identity","e8dd36f6-c421-431f-a889-798341a16f3a"
"Gina Mulligan","Brown Eyes","Living Characters","11","Sep-04","Brown Hair","Female Characters","Neutral Characters","","df4d5405-dec3-4832-a137-15620b227bdc"
"Autonomously Decisive Automated Mechanism","Blue Eyes","Living Characters","11","Jul-05","Red Hair","Male Characters","Good Characters","Secret Identity","e66fbdef-7681-49a1-864d-35779c3e1912"
"Flaw","Green Eyes","Living Characters","11","Mar-06","No Hair","Male Characters","Bad Characters","Secret Identity","3feb2e7d-b66c-4329-84ad-55a4429d9568"
"Joey Eliot","","Living Characters","11","Nov-06","Brown Hair","Male Characters","Neutral Characters","Public Identity","24ab8f98-f6bc-4797-affc-ec382a5672aa"
"Lily Lucca","","Living Characters","11","Nov-06","Brown Hair","Female Characters","Neutral Characters","Public Identity","8034baa8-35d2-4b2a-9147-decb666b42db"
"Navid Hashim","Brown Eyes","Living Characters","11","Nov-06","Brown Hair","Male Characters","Good Characters","","7ebc1a36-63a1-4965-8d6f-ecfe95816f10"
"Offset","","Living Characters","11","Feb-06","","Female Characters","Bad Characters","Secret Identity","c4b0ff52-3f5e-4e1c-b116-30a399ca9688"
"Danny Granville","Blue Eyes","Living Characters","11","Jan-07","Blond Hair","Male Characters","","Public Identity","99aab5b1-b271-4166-867b-ee3fc2d9c8cc"
"Harry Givens","","Living Characters","11","Aug-07","Black Hair","Male Characters","Good Characters","Public Identity","1c5e6a98-2fea-4de4-9a52-b4d1a802612c"
"Kruun","Red Eyes","Living Characters","11","Feb-07","Bald","Male Characters","Bad Characters","","0d03281f-00df-4651-9179-7530c2b5a926"
"Sid Ridley","Blue Eyes","Deceased Characters","11","Jan-07","Grey Hair","Male Characters","Good Characters","Secret Identity","0ae0c73e-92a6-4d47-a009-cafc157caf00"
"Deborah Green","Blue Eyes","Living Characters","11","Apr-08","Black Hair","Female Characters","Good Characters","","67f03b71-306b-445e-aae0-19c2de34ae56"
"Randall Crowne","Brown Eyes","Living Characters","11","Apr-08","Brown Hair","Male Characters","Bad Characters","Public Identity","b924b337-814f-40ec-bb65-8ce8deec2e3e"
"Hive","White Eyes","Living Characters","11","May-09","","Male Characters","Bad Characters","Secret Identity","ac6e9055-0ea9-4270-8765-139b04aba927"
"Zadkiel","Blue Eyes","Living Characters","11","Feb-09","Blond Hair","Male Characters","Bad Characters","No Dual Identity","3bb60ae2-e201-4a45-bbf0-3efac2ac4547"
"Abira","Red Eyes","Living Characters","11","Oct-10","Red Hair","Female Characters","Good Characters","Public Identity","14ce7d61-4f14-40dd-973a-ff47d3d2e75d"
"Aladi Ko Eke","Blue Eyes","Living Characters","11","May-10","Brown Hair","Female Characters","Neutral Characters","Secret Identity","d5644fa7-5014-443f-8a0b-7843665cf9cc"
